name;toshidexNumber;rarity;evolves;evolutionStage;description;ethCardIndex;type1;type2;maxHP;attack;defense;spAttack;spDefense;speed;knownMoves
ZK;145;4;0;0;Oh Zk... Everyone wants to be around a ZK. They are just so hypnotizing and cool, even their attack Soulsuck is hypnotizing, albeit painful and extremely debilitating. It is said that their opponents strangely want to experience ZK's Soulsuck because some say that it leaves with you a bit of its essence. They are slithery little Toshimons and look like they are swimming because of their ethereal and magnetic body movements. They are usually found around large bodies of water surrounded by dense forests, and show up in reflections of the water, meaning you are more likely to see them at night. You will know if you are near one because it will whisper tantalizing sweet-nothings that get carried through the cold nights' breeze which brush ever so softly by your ear.;306;10;0;160;90;85;125;90;100;[{'moveBase': {'fileID': 11400000, 'guid': '1830ef2d44c5c18498d46f080ed350ba', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '8e7c533deb1495245bc3940a86c693b6', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d40773acb9e6d84d96699e35cdd8a85', 'type': 2}}]
Snark;146;4;0;0;Snark has real sharp teeth and even sharper fur. It has beautiful ice crystals in its mane that are ice cold to the touch. So is Snark. Snark is iiice colddd. Strangely enough though, it can actually hang at the beach, in the summertime, slurpin' a whiteclaw on the rocks. Watermelon flavor. Its Hail attack is massive, covering an immense amount of ground that freezes its opponents into popsicles. Again, it loves the summertime!! Snark does have a spooky side though and it will use its Haunt on you if you don't leave it and its son alone. No seriously, they are extremely protective beings, so try to stay away from their ice caves. Also yes they are hella snarky.;307;10;6;100;120;90;150;100;90;[{'moveBase': {'fileID': 11400000, 'guid': '300473a10782b224bb4a96a257521dec', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e02b5d25e1c193543aced0d57a15d8c8', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7ad7c12c0ee24e94584dbf408242a0ff', 'type': 2}}]
Plinky;147;5;0;0;"DAAAAAAMNNN. Plinky is just THAT Toshimon. While ZK is the Toshimon that everyone wants to be around, Plinky is the Toshimon that everyone wants to be. They have big flouncy feathers and always wear a crown. Plinky is just so confident because they know how powerful they are. It's not even a fair fight really, and rightly so because it is a legendary Toshimon. It's attack moves like Heartbreak and Clone are so effective because of how warm and fuzzy they make its opponents feel. It's all an illusion though, shrouding you in a flurry of butterflies that is said to send you into an obsessive trance. Especially when it uses Clone to look like the crush that you fantasized an entire future with but you've never even actually met... They can be found flying high high in the sky, usually around sunset, the sexiest time of day ;)";308;14;13;150;90;140;90;140;90;[{'moveBase': {'fileID': 11400000, 'guid': '987c89f02bd71bf48b0b611528561bf6', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '323747166c006c2468df808462b3a17f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9ba7b45ce1e0aaa42b79f57029b25377', 'type': 2}}]
Monereau;148;5;0;0;Monereau has a goatee and looks like a wise deer. Its wings span a large distance with powerful gusts of wind. Stoic and dark, using Betrayal to do you dirty and draggg you to the pits of the dark crystal underworld. It's sort of ruthless and unrelenting, like it definitely has a dark past. But just respect its boundaries. If you keep your distance it's actually pretty chill. But seriously consent is everything and if you don't consent it will use Crystalizer on you which yes kills you but damn thats an amazing way to go, you basically get a free crystal sculpture do you know how expensive that is. She just guards the door of time, like, at all times. That's Monereau. So dangerous, scary, and beautiful but not a lot of chances to show off its essence.;309;14;12;80;140;100;140;100;140;[{'moveBase': {'fileID': 11400000, 'guid': '302ed8cc86ef5a4418772ac624169121', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5b6ee1ae8bf5da144b378eb48fa69342', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ae8030f81cf3d4447bcf20738c69f96b', 'type': 2}}]
Claseek;149;5;0;0;Claseek is one of those elusive Toshimon. It's a legendary Toshimon and it's massive. You wouldn't know it's a living being right away. Claseek sounds beautiful, like a chorus of voices singing at a soft but high-pitched tone as it slowly glides through vegetation, rustling past large leaves that soak its body with crystal dew. It's breathtaking actually, and its polygonal appearance throws its opponents off. It just feels so 'other' and alien...normal Toshimon don't know what to make of Claseek. Extremely powerful, its attack VPN takes its opponent through an encrypted virtual tunnel that disguises them both, making their location invisible to everyone. No one knows what happens in this virtual tunnel, but you can definitely infer from the scars it leaves behind. Claseeks are amazing DJ's, spinning classic Chicago House music. They def know how to get the party started. Shout out to Frankie Knuckles.;310;14;11;111;140;125;120;120;84;[{'moveBase': {'fileID': 11400000, 'guid': 'c8b84c69b9a19ed42858382560033ff7', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '55562252d5a8ad64b92c467a930b12d1', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5cf1c5eaed37ad340a6320007b6c4da0', 'type': 2}}]
Satoshimon;150;6;0;0;Satoshimon is cute and is somewhat of a little trickster! Just because one is enlightened doesn't mean that they forget how to have fun. Satoshimons shimmer and sound like wind chimes with even the smallest movements they make. You can find them near most temples or sanctuaries playing around in a field of grass. Their souls are equivalent to 21 million prayers, accumulated from the masters who have led their many students through the path of enlightenment. Satoshimon's move Enlightenment raises their stats as they meditate to reach their full, unbridled potential. This state sheds the confines of their waking reality and allows them to unlock their subconscious minds. Truly amazing. If you want to learn how to lucid dream, I would definitely seek out a Satoshimon, they're great teachers!;311;14;4;125;105;125;110;125;110;[{'moveBase': {'fileID': 11400000, 'guid': '4bddde0e4a12b5347b8d963f0117e9e7', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'c262cf592edd4504c9bf5f8927fea34f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'fcf44a7b2e27c894e87b36c857483b23', 'type': 2}}]
Talikmon;151;7;0;0;Talikmons don't appear to be of this world, and are so enlightened that they hardly even exist in the physical plane anymore. Talikmon's don't have faces, and it is impossible to tell their mood or expression. It is said that they can never die, only change form. Talikmon's are said to appear if you enter a hypnagogic or hallucinogenic state-- but only when you are ready.;312;14;10;110;120;90;160;90;130;[{'moveBase': {'fileID': 11400000, 'guid': '4bddde0e4a12b5347b8d963f0117e9e7', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'c5bf7be00a16f344ab639872abaeb1b9', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'fcf44a7b2e27c894e87b36c857483b23', 'type': 2}}]
Doge;152;8;0;0;;314;7;14;100;120;90;150;120;100;[{'moveBase': {'fileID': 11400000, 'guid': '8bed956fa831df340b7ba8c815616535', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '302ed8cc86ef5a4418772ac624169121', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'bec78305a5dc83146925b1d19b87a8cc', 'type': 2}}]
King Bera;153;8;0;2;;315;8;10;80;150;70;150;70;150;[{'moveBase': {'fileID': 11400000, 'guid': '60ff3a529a26e054ea56b8a48e02bba0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e19c644b3493038459de81f8de11a2eb', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b96f297d09a3e1c41a19123a40fcf59d', 'type': 2}}]
Baby Bera;154;8;1;1;;316;8;10;90;135;70;135;65;135;[{'moveBase': {'fileID': 11400000, 'guid': 'e3f0cb8aa99565f489f7371720e01669', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e19c644b3493038459de81f8de11a2eb', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b96f297d09a3e1c41a19123a40fcf59d', 'type': 2}}]
Maren;155;8;0;0;;317;14;3;130;70;140;70;140;70;[{'moveBase': {'fileID': 11400000, 'guid': '4bddde0e4a12b5347b8d963f0117e9e7', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'fcf44a7b2e27c894e87b36c857483b23', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}]
Neram;156;8;0;0;;318;12;11;60;140;70;140;70;140;[{'moveBase': {'fileID': 11400000, 'guid': 'aabf6cd4503c3d7469858348ca028de7', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'fbe639f1798bbe74c8299f6be6841285', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5cf1c5eaed37ad340a6320007b6c4da0', 'type': 2}}]
Polymon;157;8;0;0;;9999;11;2;0;0;0;0;0;0;[{'moveBase': {'fileID': 11400000, 'guid': '758c8d3ac5cf6cc4a8991f2f876dcccf', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'aa50e2c0bd0a8104cb96c7c78c3a1a80', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'cda8fea038d0e9441b7dc774a6061230', 'type': 2}}]
